name,address,city,state,zip,is_primary,note,source_name,source_url
1ST CENTURY BANK,"1875 Century Park East, Suite 1400",Los Angeles,CA,90067,true,"Main office (bank branch records, 2026-07-30); a division of MidFirst Bank since 2016. Donor banks out of the Encino branch 20 miles away - within a normal commute, so the dimension keeps the head office",courts.ca.gov,https://courts.ca.gov/sites/default/files/courts/default/2024-12/jc-121311-itemg.pdf
13TH FLOOR INVESTMENTS,848 Brickell Avenue PH1,Miami,FL,33131,true,"Official HQ (13fi.com/contact, 2026-07-30); donor Arnaud Karsenti is founder and managing principal",cgitwebapps.coralgables.com,https://cgitwebapps.coralgables.com/CGDashboards/CityClerkLobbyistsDashboard.aspx
SAN FRANCISCO SPINE SURGEONS,1 Shrader Street,San Francisco,CA,94117,true,"St Mary's Spine Center, where the practice operates (2026-07-30); donor James Zucherman is its medical director",sfspine.com,https://www.sfspine.com/about-us/
JEWISH COMMUNITY RELATIONS COUNCIL OF GREATER PHOENIX,"12701 N Scottsdale Rd, Suite 203",Scottsdale,AZ,85254,true,"Official address (jcrcphoenix.org/contact, 2026-07-30); donor Paul Rockower is its executive director",jcrcphoenix.org,https://www.jcrcphoenix.org/
GENE BY GENE,"1445 North Loop West, Suite 760",Houston,TX,77008,true,"Genomics lab address (NIH Genetic Testing Registry / company listings, 2026-07-30); recovered from SELF - GENE BY GENE",fda.gov,https://www.fda.gov/media/139838/download?attachment=
BROWN DISTRIBUTING CO. OF WEST PALM BEACH,1300 Allendale Rd,West Palm Beach,FL,33405,true,"Official address (chamber of commerce and business listings, 2026-07-30); repairs the 38-char FEC truncation",onestopshop.wpbgov.org,https://onestopshop.wpbgov.org/eGovPlus/property/parcel_all.aspx?parcel_id=74434333000003371
EMA INVESTMENT MANAGEMENT,"2200 Fletcher Avenue, 3rd Floor",Fort Lee,NJ,07024,true,"Carried over from the EMA INVESTMENTS cache entry it now absorbs (web-search resolved); Fort Lee matches EMA Capital, where donor David Muschel is a general partner (2026-07-30)",myvisajobs.com,https://www.myvisajobs.com/employer/ema-investment-management/
DANTO INVESTMENT CO,"1700 Stutz Dr, Suite 25",Troy,MI,48084,true,"Official address (Michigan Design Center / business listings, 2026-07-30); the firm is in Troy while donor James Danto lives 10 miles away in Bloomfield Hills - a normal commute",yellowpages.com,https://www.yellowpages.com/troy-mi/mip/danto-investment-co-473432879
SENIOR HOUSING GROUP,,Chicago,IL,,true,"City-level only: srhousinggroup.com confirms a Chicago base and donor Steven Greenbaum as founder and president, but publishes no street address (2026-07-30)",bbb.org,https://www.bbb.org/us/il/chicago/profile/low-income-housing/senior-housing-group-0654-1000139709
TERRACO REAL ESTATE,"3201 Old Glenview Road, Suite 300",Wilmette,IL,60091,true,Carried over from the TERRACO cache entry it now absorbs; the full name had no address of its own (2026-07-30),terracorealestate.com,https://www.terracorealestate.com/wp-content/uploads/2023/05/Marketing_Book_May_2023.pdf
SAMSON ENERGY COMPANY LLC,"110 W 7th St, Suite 2000",Tulsa,OK,74119,true,"Real HQ (samsonco.com / business listings, 2026-07-30). Replaces a closed-book AI answer of ""675 Folsom St, San Francisco CA"" - wrong coast; the Schusterman family firm is in Tulsa and every donor is in Oklahoma",tulsachamber.com,https://tulsachamber.com/membership/active-member/samson-energy-company-llc/
MDVIP INC,"4950 Communication Avenue, Suite 100",Boca Raton,FL,33431,true,"Real HQ (mdvip.com press room, 2026-07-30). Replaces a closed-book AI answer of ""901 Normandy Drive, Highlands Ranch CO"" - the company is in Boca Raton and every donor is in Florida",w9ein.com,https://www.w9ein.com/FEIN/company_overview.php/EIN/364464609/CompanyName/MDVIP%2C%2BLLC
FISHMAN BLOCK + DIAMOND BY CERITY PARTNERS,"16830 Ventura Blvd, Suite 400",Encino,CA,91436,true,Official Cerity Partners name and Encino office: https://ceritypartners.com/news/cerity-partners-welcomes-fishman-block-diamond-llp/,ceritypartners.com,https://ceritypartners.com/news/cerity-partners-welcomes-fishman-block-diamond-llp/
GHP INVESTMENT ADVISORS INC,"1290 Broadway, Suite 1100",Denver,CO,80203,true,"Real office (ghpia.com/contact-us, 2026-07-30). Replaces a closed-book answer of 630 Fifth Avenue, New York NY - the firm is a Denver one and every donor is in Denver",ghpia.com,https://ghpia.com/contact-us/
SANDALWOOD SECURITIES INC,"105 Eisenhower Parkway, Suite 201",Roseland,NJ,07068,true,HIGH (VERIFIED) - official company contact page confirms the current office; rechecked 2026-08-19,Sandalwood Securities,https://www.sandalwoodsecurities.com/contact
ARTISTIC TILE INC,520 Secaucus Road,Secaucus,NJ,07094,true,"OFFICE PREMISES: Real HQ and distribution centre (artistictile.com, 2026-07-30). The closed-book answer of 40 W 28th St, New York was their Manhattan showroom, not the head office - and one of the two donors lives in Secaucus itself",naturalstoneinstitute.org,https://www.naturalstoneinstitute.org/about/about-natural-stone-institute/2026-board-of-directors/
AUERBACH REALTY HOLDINGS LLC,2416 Wilshire Blvd,Santa Monica,CA,90403,true,"OFFICE PREMISES: Real office (auerbachrealty.com/contact-us, 2026-07-30). Replaces a closed-book answer of 3000 Marcus Ave, Lake Success NY - the firm is in Santa Monica and both donors live in Santa Monica and Pacific Palisades",auerbachrealty.com,https://www.auerbachrealty.com/
GROSSMAN COMPANY PROPERTIES,"3101 N Central Ave, Suite 1390",Phoenix,AZ,85012,true,"Real corporate office, the one carrying the company phone number (business listings, 2026-07-30). Replaces a closed-book answer of 330 Fifth Avenue, New York NY - the firm is an Arizona one and the donor lives in Paradise Valley",lobbyist.phoenix.gov,https://lobbyist.phoenix.gov/Forms/Registration/ed6fbc72-193f-4024-968f-3c39f3bbc5e0
GRACE COMMUNICATIONS FOUNDATION,"215 Lexington Avenue, Suite 1001",New York,NY,10016,true,"Real office (foundation listings / IRS 990, 2026-07-30). Replaces a closed-book answer of 100 Middle Street, Portsmouth NH. Donor Helaine Lerner is the foundation president and lives in New York - $3.25M rides on this row",gracecommunicationsfoundation.org,https://gracecommunicationsfoundation.org/privacy-and-terms-of-use/
APPLIED UNDERWRITERS,10805 Old Mill Road,Omaha,NE,68154,true,"Real HQ (auw.com / BBB, 2026-07-30). Replaces a closed-book answer of 151 North Pershing Avenue, Kansas City MO",mass.gov,https://www.mass.gov/doc/licensed-surplus-lines-brokers-individualspdf/download
SCHUSTERMAN INTERESTS LLC,"110 W 7th St, Suite 2000",Tulsa,OK,74119,true,Verified business address from SEC filings for Schusterman Interests LLC; recent FEC filings for Stacy Schusterman report the same address (verified 2026-08-03),sec.gov,https://www.sec.gov/Archives/edgar/data/1857024/000089914025000696/0000899140-25-000696-index.html
CHAPEL HAVEN,1040 Whalley Avenue,New Haven,CT,06515,true,"Official address (chapelhaven.org/contact, 2026-07-30). Now Chapel Haven Schleifer Center - the donor family name is in the organisation name",chapelhaven.org,https://www.chapelhaven.org/contact-chapel-haven/
ALYDAR CAPITAL,"222 Berkeley Street, 17th Floor",Boston,MA,02116,true,"Official address (SEC filings / firm listings, 2026-07-30); the donor is in Weston, 15 miles away",isda.org,https://www.isda.org/a/wRcEE/alydarcap.pdf
HSK CONSULTING LLC,,Bethesda,MD,20817,true,"Home-based business, town only (owner decision 2026-09-24); hskconsulting.org confirms Bethesda",hskconsulting.org,https://hskconsulting.org/
GOLDMAN SACHS,200 West Street,New York,NY,10282,true,"Verified: 200 West Street is the Goldman Sachs headquarters. Donor works from Georgia, which is the branch question, not a wrong address (checked by hand 2026-07-30; pinned so a future re-resolve cannot replace a correct answer with a worse one)",goldmansachs.com,https://www.goldmansachs.com/investor-relations/contacts/
CAPITAL GROUP,333 South Hope Street,Los Angeles,CA,90071,true,Verified: 333 South Hope Street is the Capital Group headquarters (checked by hand 2026-07-30; pinned so a future re-resolve cannot replace a correct answer with a worse one),sec.gov,https://www.sec.gov/Archives/edgar/data/1857666/0001422848-24-000319-index.html
O'MELVENY,400 S Hope St,Los Angeles,CA,90071,true,Verified: 400 South Hope Street is O'Melveny & Myers' Los Angeles headquarters (checked by hand 2026-07-30; pinned so a future re-resolve cannot replace a correct answer with a worse one),omm.com,https://www.omm.com/locations/los-angeles/
QFS ASSET MANAGEMENT,10 Glenville Street,Greenwich,CT,06831,true,Verified: QFS Asset Management operated from Greenwich CT; the donor founded it and now lives in Aspen (checked by hand 2026-07-30; pinned so a future re-resolve cannot replace a correct answer with a worse one),assets.disclosurequest.com,https://assets.disclosurequest.com/Archives/edgar/data/945679/000090266410001868/xslFormDX01/primary_doc.html
BELZ ENTERPRISES,"100 Peabody Place, Suite 1400",Memphis,TN,38103,true,"Real HQ (belz.com, 2026-07-30). Replaces a closed-book answer of 2525 Meridian Place, Huntington WV - Belz is the Memphis family firm behind Peabody Place",belz.com,https://belz.com/
INSIGHT VENTURE PARTNERS,"1114 Avenue of the Americas, 36th Floor",New York,NY,10036,true,"Real HQ (insightpartners.com/contact, 2026-07-30). Replaces a closed-book answer of 890 N Rengstorff Ave, Mountain View CA - the firm has always been New York based",sec.gov,https://www.sec.gov/Archives/edgar/data/1305473/000089914024000660/0000899140-24-000660-index.htm
DURO BAG,7600 Empire Dr,Florence,KY,41042,true,"Real HQ (company listings / BBB, 2026-07-30). Replaces a closed-book answer of 2000 Morton Avenue, Saginaw MI",osha.gov,https://www.osha.gov/ords/odi/establishment_search.search?begindart=&begindawfii=&begintcr=&city=&enddart=&enddawfii=&endtcr=&endyear=&establishment=&naics=&p_desc=DESC&p_direction=Next&p_finish=381660&p_show=20&p_sort=&p_start=&sic=&startyear=&state=&zip=
SERTA MATTRESS CO,2451 Industry Avenue,Doraville,GA,30360,true,"Corporate HQ of Serta Simmons Bedding since 2019 (sertasimmons.com, 2026-07-30). Replaces a closed-book answer of 4700 N Classen Blvd, Oklahoma City OK. The brand was previously run from Hoffman Estates IL; donor Richard Yulman is a retired Serta executive living in Florida",mattressrecyclingcouncil.org,https://mattressrecyclingcouncil.org/wp-content/uploads/2024/07/Approved_MRC_MattressProgramPlan_July2024.pdf?_sp=55456cac-474c-45e1-94d7-264d34079e52
EMERALD DEVELOPMENT MANAGERS LP,"909 3rd Ave, Floor 15",New York,NY,10022,true,"Verified correct - the closed-book answer matched emeraldmanagers.com exactly (2026-07-30). Flagged only because the largest donor files from Florida while the other files from New York, so the state test tripped on my own aggregation rather than on a bad address. Pinned so it is not re-asked",careers.emeraldmanagers.com,https://careers.emeraldmanagers.com/cookie-policy
CBRE,2100 McKinney Ave,Dallas,TX,75201,true,"Current global HQ (press coverage of the 2020 relocation, 2026-07-30). The cached 400 South Hope Street was CBRE real headquarters for 30 years - this one was stale rather than invented, which is its own failure mode",tdlr.texas.gov,https://www.tdlr.texas.gov/TABS/Search/Print/TABS2024020452
CERITY PARTNERS LLC,99 Park Avenue,New York,NY,10016,true,"Real HQ (ceritypartners.com/locations, 2026-07-30). Replaces a closed-book answer of 1201 N Market St, Wilmington DE, which is a registered-agent address rather than an office",search.sunbiz.org,https://search.sunbiz.org/Inquiry/corporationsearch/SearchResultDetail?aggregateId=forl-m17000007195-6b39a0a6-e968-4abe-aba0-f34b07324548&directionType=Initial&inquirytype=EntityName&listNameOrder=HPMORTGAGE+5799760&searchNameOrder=HPMPARTNERS+M170000071950&searchTerm=HP+MORTGAGE%2C+LLC
SUN CAPITAL ADVISORS,"5200 Town Center Circle, 4th Floor",Boca Raton,FL,33486,true,"Sun Capital Partners HQ (suncappart.com, 2026-07-30). Replaces a closed-book answer of 1000 Wilshire Boulevard, Los Angeles - donor Rodger Krouse is a Sun Capital co-CEO and lives in Boca Raton, the same city",search.sunbiz.org,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?aggregateId=forl-m07000002441-ad1abb49-7a30-4f51-b2d0-73d3abdcb111&directionType=Initial&inquirytype=OfficerRegisteredAgentName&listNameOrder=SUNCAPITALACQUISITIONGROUPLLC+M1000000010311&searchNameOrder=SUNCAPITALADVISORSVLP+M0700000244110&searchTerm=Sun+Capital+Acquisition+Group+Llc
STAR STAINLESS SCREW COMPANY,30 West End Road,Totowa,NJ,07512,true,"Real HQ (starstainless.com, 2026-07-30). Replaces a closed-book answer of 1424 S 19th St, Lafayette IN",marketinsidedata.com,https://www.marketinsidedata.com/en/company/star-stainless-screw/590b46e6a0ba938abb995a67f619fdadbc819096915162483b289f9fd90f5aee
WOODWORKERS STORE,4365 Willow Dr,Medina,MN,55340,true,"The Woodworkers Store is Rockler Companies, whose corporate office is in Medina MN (2026-07-30). Replaces a closed-book answer of Arlington Heights IL - and the donor, a board member, lives in Orono, the next town over",archives.indianapolis.iu.edu,https://archives.indianapolis.iu.edu/server/api/core/bitstreams/0347b219-b72b-4b7f-b3d1-ac164b9ea69b/content
HMP GLOBAL,"70 East Swedesford Road, Suite 100",Malvern,PA,19355,true,"Real HQ (hmpglobal.com/contact-us, 2026-07-30). Replaces a closed-book answer of 1840 Century Park East, Los Angeles. Donor Adam Fein runs Drug Channels Institute, an HMP Global company, from Philadelphia",hmpglobal.com,https://www.hmpglobal.com/contact-us
PEMBROKE CONSULTING INC,"1515 Market Street, Suite 1660",Philadelphia,PA,19102,true,HIGH (VERIFIED) - official company site confirms the office; punctuation variants aligned; rechecked 2026-08-19,Pembroke Consulting,https://www.pembrokeconsulting.com/
HERTOG FOUNDATION,"399 Park Avenue, 25th Floor, Suite 2502",New York,NY,10022,true,"Official address (hertogfoundation.org / IRS 990, 2026-07-30); donor Roger Hertog is its president",taxexemptworld.com,https://www.taxexemptworld.com/organizations/new_york_ny_10022.asp?spg=3
PROPANE POWER CORP,873 Delancey Street,Newark,NJ,07105,true,HIGH (VERIFIED) - multiple company directories identify this operating address; the competing 915 address was not retained; rechecked 2026-08-19,New Jersey business directory,https://bizstanding.com/directory/NJ/PR/2077/
BLOOMERS INTIMATES,6 Orsini Dr,Larchmont,NY,10538,true,Physical business address in USPTO and seller-compliance records; current store mailing address is a PO box; manually verified 2026-08-03.,ttabvue.uspto.gov,https://ttabvue.uspto.gov/ttabvue/v?pnam=Bloomers+Intimates++
MORGAN STANLEY,1585 Broadway,New York,NY,10036,true,Verified: 1585 Broadway is the Morgan Stanley Building and its global headquarters. Donors file from 11 states because the firm employs people everywhere (checked 2026-07-30; pinned so a re-resolve cannot replace a verified answer),morganstanley.com,https://www.morganstanley.com/contact-us.html
OMNICOM GROUP,437 Madison Avenue,New York,NY,10022,true,Verified: 437 Madison Avenue is the principal executive office named in Omnicom SEC filings. 280 Park Avenue is also cited by directories; the SEC address is the authoritative one (checked 2026-07-30; pinned so a re-resolve cannot replace a verified answer),sec.gov,https://www.sec.gov/Archives/edgar/data/29989/000089109209001674/e35211_8k.pdf
MCDERMOTT WILL & EMERY LLP,444 West Lake Street,Chicago,IL,60606,true,"Headquarters (mcdermottlaw.com/offices/chicago - the firm is anchor tenant of River Point, 2026-07-30). The cached 340 Madison Avenue is their New York office, a real address in the wrong role. I had waved this one through from memory earlier today; the firm has always been Chicago-headquartered",hfsrb.illinois.gov,https://hfsrb.illinois.gov/content/dam/soi/en/web/hfsrb/projects/projectdocuments/2018/exemptions/e-013-18/2018-03-14-e-013-18-application.pdf
LATHAM & WATKINS,"10250 Constellation Blvd, Suite 1100",Los Angeles,CA,90067,true,"Headquarters in Century City (lw.com/offices/losangeles, 2026-07-30). The cached 1271 Avenue of the Americas is their New York office. Same mistake as McDermott and the same correction",lw.com,https://www.lw.com/en/offices/losangeles
ASE GROUP,,Overland Park,KS,,true,"City level. ASE Group Inc of Overland Park KS is an events and incentives firm, acquired by Bishop-McCann in 2020, and its Kansas base matches the donor (2026-07-30). The cached 1 South Market Street, San Jose was Advanced Semiconductor Engineering - a different, Taiwanese company that happens to share the initials. A namesake trap, not a bad street",forms.irs.gov,https://forms.irs.gov/app/pod/basicSearch/downloadFile?formId=103234&formType=e8872
GRAYROBINSON,"301 East Pine Street, Suite 1400",Orlando,FL,32801,true,"Headquarters (gray-robinson.com/offices/orlando-fl, 2026-07-30). The cached 301 South Bronough Street, Tallahassee is a real GrayRobinson office - note it even kept the right street number, 301, while changing street and city",psc.state.fl.us,https://www.psc.state.fl.us/library/filings/2004/06098-2004/06098-2004.PDF
CANYON PARTNERS,"2000 Avenue of the Stars, 11th Floor",Los Angeles,CA,90067,true,"Current address (canyonpartners.com/contact, 2026-07-30). The cached 11111 Santa Monica Boulevard is a former Canyon address - stale rather than invented, the same failure as CBRE",canyonpartners.com,https://www.canyonpartners.com/about-us/
DRUG CHANNELS INSTITUTE,"1515 Market Street, Suite 1660",Philadelphia,PA,19102,true,"Real address (drugchannelsinstitute.com/contact, 2026-07-30) - the same suite as PEMBROKE CONSULTING, because Adam Fein runs both from it. Replaces a closed-book answer of 300 Brickstone Square, Andover MA. Third wrong address for one donor",drugchannels.net,https://www.drugchannels.net/p/contact.html
CARMEL PARTNERS MANAGEMENT,"1000 Sansome St, 1st Floor",San Francisco,CA,94111,true,"Real HQ (company listings, 2026-07-30). Replaces a closed-book answer of 300 California Street, Suite 1610 - again the right city and the wrong street",bizprofile.net,https://www.bizprofile.net/ca/san-francisco/carmel-partners-management-llc-2
APOLLO GLOBAL MANAGEMENT,9 West 57th Street,New York,NY,10019,true,"Verified: 9 West 57th Street, 42nd Floor is the principal executive office (apollo.com) (checked 2026-07-30; pinned)",apollo.com,https://www.apollo.com/wealth/aboutus/our-locations
CONSUMER TESTING LABS,2601 Otis Corley Dr,Bentonville,AR,72712,true,"Verified: 2601 Otis Corley Dr is the Bentonville AR headquarters. The Florida donor is a remote case, not a bad address (checked 2026-07-30; pinned)",scribd.com,https://www.scribd.com/document/947631826/Walmart-Product-Performance-and-Quality-Manual-2015
THE NRP GROUP,"1228 Euclid Avenue, 4th floor",Cleveland,OH,44115,true,"Verified: 1228 Euclid Avenue, 4th Floor is the Halle Building headquarters the firm moved into in Cleveland (checked 2026-07-30; pinned)",nrpgroup.com,https://nrpgroup.com/office/cleveland
"MORRIS TUCHMAN, ESQ",134 Lexington Ave,New York,NY,10016,true,"Verified: 134 Lexington Ave, 2nd Floor is the Law Offices of Morris Tuchman (New York bar records / Martindale, 2026-07-30). The donor is Tuchman himself, a New York attorney admitted in 1976 who now files from Florida - so the address is his practice and the state mismatch is retirement, not error. Pinned",nlrb.gov,https://www.nlrb.gov/case/29-CA-026194
MOELIS & COMPANY,"399 Park Avenue, 4th Floor",New York,NY,10022,true,"Global HQ (moelis.com/offices/new-york, 2026-07-30). Donor Ken Moelis founded the firm and is its executive chairman; he filed his surname alone on 31 filings, the largest surname case in the data",sec.gov,https://www.sec.gov/edgar/browse/?CIK=1411263
EYE PHYSICIANS OF ORANGE COUNTY PC,"1 Hatfield Lane, Suite 3",Goshen,NY,10924,true,"Real practice address (epocny.com, 2026-07-30). The closed-book path resolved this name to Costa Mesa CA - Orange County California - while the same firm under the shorter spelling got Goshen, Orange County NEW YORK. The donor lives in Chester NY, in Orange County NY, so the New York address is the right one and the two spellings are now one company",epocny.com,https://epocny.com/
1130 COLLINS,1130 Collins Avenue,Miami Beach,FL,33139,true,"1130 COLLINS, LLC is a registered Florida entity (Sunbiz L08000038797) - the holding company for the Ocean Reef Suites property it is named after. Naming a real-estate LLC for its own street address is standard practice in Florida, so this is a company name and not an address that leaked into the employer field. Its registered mailing address is 1111 Kane Concourse, Bay Harbor Islands; the operating property is recorded here (2026-07-30)",oceanreefsuites.com,https://oceanreefsuites.com/location/
UNIVERSITY OF NEW MEXICO,1 University of New Mexico,Albuquerque,NM,87131,true,"Source: https://unm-student.custhelp.com/app/answers/detail/a_id/4169/~/what-is-unms-street-address | UNM's own student-support page gives the official street address as 1 University of New Mexico, Albuquerque NM 87131-0001; ZIP directory confirms 87131-0001. | Independently verified (UNM's official street address is '1 University of New Mexico, Albuquerque, NM 87131' per the university's own help center and multiple directories. On) | Researched by agent sweep 2026-07-30, adjudicated by hand",unm-student.custhelp.com,https://unm-student.custhelp.com/app/answers/detail/a_id/4169/~/what-is-unms-street-address
NATIONAL EQUIPMENT DEALERS,215 Woodside Drive,Lexington,NC,27292,true,"Source: https://www.heavyequipmentdirectory.com/dealers/nc/national-equipment-dealers-llc-a1ef1b6c-639a-43e0-87c7-2b7c60398801 | Donor Kerry Vickar co-founded NED in 2018 (chairman/co-owner with CEO Mitch Nevins) via merger of May Heavy Equipment (Lexington NC base), Four Seasons Equipment and Earthmovers; retired to Palm Beach FL. Directory listings (heavyequipmentdirectory,  | Independently verified (Right company: donor Kerry Vickar was chairman of National Equipment Dealers LLC. Tried to refute via a 2019 Equipment World headline about a new HQ i) | Researched by agent sweep 2026-07-30, adjudicated by hand",heavyequipmentdirectory.com,https://www.heavyequipmentdirectory.com/dealers/nc/national-equipment-dealers-llc-a1ef1b6c-639a-43e0-87c7-2b7c60398801
FRAMINGHAM PUBLIC SCHOOLS,19 Flagg Drive,Framingham,MA,01702,true,"Source: https://www.framinghamma.gov/DocumentCenter/View/30919/Transportation-Press-Release-2018-2019 | City of Framingham / district documents place the FPS central administration offices (Perini building) at 73 Mount Wayte Avenue, Framingham MA 01702. | Researcher's answer was refuted and corrected by the verifier: The address comes from a 2018 press release and is stale: the district's central administration is no longer at 73 Mount Wayte Avenue. The district's own Contact Us page lists the  | Corrected source: https://www.framingham.k12.ma.us/55973_3 | Researched by agent sweep 2026-07-30, adjudicated by hand",framingham.k12.ma.us,https://www.framingham.k12.ma.us/55973_3
GEORGIA AQUARIUM,225 Baker Street NW,Atlanta,GA,30313,true,"Source: https://www.georgiaaquarium.org/contact-us/ | Official Georgia Aquarium contact page; address confirmed by Waze/Yelp/Downtown Atlanta listings as 225 Baker St NW, Atlanta GA 30313. Donor Michael Leven is the hotel executive who served as Georgia Aquarium CEO (mid-2010s) after Las Vegas Sands, no | Independently verified (225 Baker Street NW, Atlanta, GA 30313 is the aquarium's own current address per its site and every directory checked. Donor Michael Leven (retired, B) | Researched by agent sweep 2026-07-30, adjudicated by hand",georgiaaquarium.org,https://www.georgiaaquarium.org/contact-us/
NEXTIVA,9451 E Via de Ventura,Scottsdale,AZ,85256,true,"Source: https://craft.co/nextiva/locations | Donor Tracy Conrad is Nextiva's co-founder and president/'Chief Amazing Officer' (Crunchbase, Nextiva leadership page), so the company is unambiguous despite his Dallas home. Craft.co, D&B and Nextiva's own contact listings give HQ as 9451 E Via de V | Independently verified (Right company: donor Tracy Conrad is a Nextiva co-founder/president, matching the PRESIDENT occupation. Two addresses circulate; 9451 E Via de Ventura) | Researched by agent sweep 2026-07-30, adjudicated by hand",craft.co,https://craft.co/nextiva/locations
QUICKEN LOANS,1050 Woodward Avenue,Detroit,MI,48226,true,"Source: https://www.sec.gov/Archives/edgar/data/1805284/000104746920004008/a2241988zs-1.htm | Rocket Companies SEC S-1 states principal executive offices at 1050 Woodward Avenue, Detroit MI 48226. Donor retired in West Bloomfield, Detroit metro - fits a former Quicken employee. | Independently verified (Quicken Loans was renamed Rocket Mortgage (Rocket Companies), but the headquarters remains 1050 Woodward Avenue, Detroit, MI 48226 per SEC filings and) | Researched by agent sweep 2026-07-30, adjudicated by hand",sec.gov,https://www.sec.gov/Archives/edgar/data/1805284/000104746920004008/a2241988zs-1.htm
UW MEDICAL CENTER,1959 NE Pacific Street,Seattle,WA,98195,true,"Source: https://www.uwmedicine.org/locations/uw-medical-center-montlake | UW Medicine's own location page for UW Medical Center - Montlake: 1959 NE Pacific St, Seattle WA 98195. Donor lives on Mercer Island, in the Seattle metro - consistent with retired UW medical faculty/staff. | Independently verified (Donor is in Mercer Island, WA, so this is University of Washington (not Wisconsin), and 1959 NE Pacific St, Seattle, WA 98195 is UW Medical Center - M) | Researched by agent sweep 2026-07-30, adjudicated by hand",uwmedicine.org,https://www.uwmedicine.org/locations/uw-medical-center-montlake
REDI CARPET,10101 Fountaingate Drive,Stafford,TX,77477,true,"Source: https://redicarpet.com/contact/ | Redi Carpet's own contact page lists corporate at 10101 Fountaingate Dr, Stafford TX 77477; Texas taxpayer records match. Donor Bruce Caress founded Redi Carpet in 1981 and is Chairman Emeritus; Stafford is in the Houston metro where he lives. | Independently verified (10101 Fountaingate Drive, Stafford, TX 77477 is Redi Carpet's corporate headquarters per BBB, D&B, and the company's own contact page. Stafford is a H) | Researched by agent sweep 2026-07-30, adjudicated by hand",redicarpet.com,https://redicarpet.com/contact/
LESLEY UNIVERSITY,29 Everett Street,Cambridge,MA,02138,true,"Source: https://lesley.edu/about-lesley/contact-lesley | Lesley University's primary published address is 29 Everett Street, Cambridge MA 02138 (university contact page and directory listings). | Independently verified (29 Everett Street, Cambridge, MA 02138 is Lesley University's main address per the university's contact page and directories; donor is in nearby Bosto) | Researched by agent sweep 2026-07-30, adjudicated by hand",lesley.edu,https://lesley.edu/about-lesley/contact-lesley
SIMON PROPERTY GROUP,225 W Washington Street,Indianapolis,IN,46204,true,"Source: https://www.simon.com/contact | Simon Property Group HQ confirmed at 225 W Washington St, Indianapolis IN 46204 (company contact page, downtown Indy directory, multiple listings). Donor Herbert Simon co-founded the company with brother Melvin and lives in Indianapolis. | Independently verified (225 W Washington Street, Indianapolis, IN 46204 is Simon Property Group's headquarters per the company and multiple directories. Donor Herbert Simon o) | Researched by agent sweep 2026-07-30, adjudicated by hand",simon.com,https://www.simon.com/contact
WARNER BROS,4000 Warner Boulevard,Burbank,CA,91522,true,"Source: https://studiooperations.warnerbros.com/studio-operations/ | Warner Bros. Studio Operations' own site lists 4000 Warner Blvd, Burbank CA 91522. Donor Howard Welinsky was a longtime Warner Bros. distribution/marketing executive; Toluca Lake borders the Burbank lot. | Independently verified (4000 Warner Boulevard, Burbank, CA 91505 is Warner Bros.' own studio lot and headquarters campus (not a branch). Donor Howard Welinsky is a longtime W) | Researched by agent sweep 2026-07-30, adjudicated by hand",studiooperations.warnerbros.com,https://studiooperations.warnerbros.com/studio-operations/
"GOLDENBERG, HELLER & ANTOGNOLI",2227 South State Route 157,Edwardsville,IL,62025,true,"Source: https://www.goldenbergheller.com/ | Firm's own site and Super Lawyers profile: Goldenberg Heller & Antognoli, P.C., 2227 South State Route 157, Edwardsville IL 62025. Donor Richard S. Cornfeld joined the firm as Counsel in January 2023 (firm announcement, Illinois Business Journal); Cr | Independently verified (2227 South State Route 157, Edwardsville, IL 62025 is the firm's own main office per its site and legal directories; the St. Louis location (168 N Mer) | Researched by agent sweep 2026-07-30, adjudicated by hand",goldenbergheller.com,https://www.goldenbergheller.com/
FEDERAL INDUSTRIES INC,645 Hawaii Street,El Segundo,CA,90245,true,"Source: https://www.fedindustries.com/contact | Donor Asher Bartov is publicly listed (LinkedIn, ARSAG board) as CEO/Owner of Federal Industries, Inc., an aerospace/defense flow-control manufacturer in El Segundo CA - exactly matching his occupation and Beverly Hills residence. Address confirmed o | Independently verified (Company's own site and D&B/bizprofile place Federal Industries, Inc. at 645 Hawaii St, El Segundo, CA 90245. It is an aerospace/defense flow-control a) | Researched by agent sweep 2026-07-30, adjudicated by hand",fedindustries.com,https://www.fedindustries.com/contact
COMMERCIAL METALS COMPANY,"6565 N MacArthur Blvd, Suite 800",Irving,TX,75039,true,"Source: https://www.dnb.com/business-directory/company-profiles.commercial_metals_company.0f026a199a9928d75fef0ee13c45ae3c.html | Stanley A. Rabin is the retired longtime CEO/chairman of Commercial Metals Company (NYSE: CMC), and he lives in Dallas metro - a perfect fit. HQ address confirmed by D&B and multiple directories. | Independently verified (CMC's own contact page and D&B both list the headquarters as 6565 N. MacArthur Blvd., Suite 800, Irving, TX 75039; no evidence of a move. Donor Stanle) | Researched by agent sweep 2026-07-30, adjudicated by hand",dnb.com,https://www.dnb.com/business-directory/company-profiles.commercial_metals_company.0f026a199a9928d75fef0ee13c45ae3c.html
